pl_name,hostname,default_flag,pl_orbsmax,pl_rade,pl_radj,pl_masse,st_refname,st_spectype,st_teff,st_rad,st_mass,sy_dist,sy_gaiamag
Kepler-1523 b,Kepler-1523,1,,1.58,0.141,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5708,0.96,0.97,865.596,14.8369
Kepler-1524 b,Kepler-1524,1,,3.54,0.316,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6179,1.25,1.17,381.773,12.7003
Kepler-1525 b,Kepler-1525,1,,0.91,0.081,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5748,1.04,1.07,382.989,12.6919
Kepler-1526 b,Kepler-1526,1,,2.43,0.217,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4601,0.69,0.73,555.574,15.6551
Kepler-1527 b,Kepler-1527,1,,4.77,0.426,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6224,1.32,1.21,1842.13,15.0782
Kepler-1528 b,Kepler-1528,1,,1.46,0.13,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5857,1.03,1.03,817.534,14.4764
Kepler-1529 b,Kepler-1529,1,,2.1,0.187,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5048,0.77,0.81,661.014,15.3885
Kepler-153 b,Kepler-153,1,0.129,2.92,0.261,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5404,0.89,,459.368,14.2493
Kepler-153 c,Kepler-153,1,0.237,2.53,0.226,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5404,0.89,,459.368,14.2493
Kepler-1530 b,Kepler-1530,1,,1.64,0.146,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5477,0.88,0.92,489.876,14.0055
Kepler-1530 c,Kepler-1530,1,,1.65,0.147,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5477,0.88,0.92,489.876,14.0055
Kepler-1531 b,Kepler-1531,1,,1.11,0.099,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6260,1.27,1.16,666.334,13.1712
Kepler-1532 b,Kepler-1532,1,,1.35,0.12,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5559,0.88,0.91,798.246,14.8028
Kepler-1533 b,Kepler-1533,1,,3.46,0.309,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6431,1.51,1.31,966.801,13.1678
Kepler-1534 b,Kepler-1534,1,,1.89,0.169,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5442,0.86,0.9,,16.2352
Kepler-1535 b,Kepler-1535,1,,2.55,0.227,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6021,1.11,1.08,897.733,14.1798
Kepler-1536 b,Kepler-1536,1,,3.14,0.28,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4434,0.67,0.71,387.248,15.1407
Kepler-1537 b,Kepler-1537,1,,1.18,0.105,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5079,0.77,0.81,517.292,14.5457
Kepler-1538 b,Kepler-1538,1,,2.82,0.252,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5837,1.03,1.03,1125.3,15.2279
Kepler-1539 b,Kepler-1539,1,,2.7,0.241,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5176,0.8,0.84,748.326,15.3085
Kepler-154 b,Kepler-154,1,0.198,2.26,0.202,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5690,1,,915.212,14.5121
Kepler-154 c,Kepler-154,1,0.303,2.95,0.263,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5690,1,,915.212,14.5121
Kepler-154 d,Kepler-154,1,,3.84,0.343,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5769,0.98,0.98,915.212,14.5121
Kepler-154 e,Kepler-154,1,,1.5,0.134,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5769,0.98,0.98,915.212,14.5121
Kepler-154 f,Kepler-154,1,,1.5,0.134,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5769,0.98,0.98,915.212,14.5121
Kepler-1540 b,Kepler-1540,1,,2.49,0.222,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4540,0.69,0.74,244.96,14.0831
Kepler-1541 b,Kepler-1541,1,,1.16,0.103,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5282,0.81,0.86,416.692,13.7908
Kepler-1542 b,Kepler-1542,1,,0.76,0.068,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5564,0.99,0.94,399.114,12.5876
Kepler-1542 c,Kepler-1542,1,,0.65,0.058,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5564,0.99,0.94,399.114,12.5876
Kepler-1542 d,Kepler-1542,1,,0.87,0.078,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5564,0.99,0.94,399.114,12.5876
Kepler-1542 e,Kepler-1542,1,,0.76,0.068,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5564,0.99,0.94,399.114,12.5876
Kepler-1543 b,Kepler-1543,1,,2.71,0.242,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6561,1.65,1.39,921.784,13.4193
Kepler-1544 b,Kepler-1544,1,,1.78,0.159,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4886,0.74,0.81,335.09,14.039
Kepler-1545 b,Kepler-1545,1,,2.7,0.241,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5201,0.8,0.84,729.964,15.0334
Kepler-1546 b,Kepler-1546,1,,3.13,0.279,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5623,0.93,0.95,931.956,15.368
Kepler-1547 b,Kepler-1547,1,,0.9,0.08,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6078,1.18,1.12,674.695,13.4085
Kepler-1548 b,Kepler-1548,1,,2.64,0.236,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5706,0.97,0.99,872.279,15.2455
Kepler-1549 b,Kepler-1549,1,,2.57,0.229,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5324,0.84,0.88,803.052,15.1516
Kepler-155 b,Kepler-155,1,0.056,2.09,0.186,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4508,0.62,,293.499,14.24
Kepler-155 c,Kepler-155,1,0.242,2.24,0.2,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4508,0.62,,293.499,14.24
Kepler-1550 b,Kepler-1550,1,,3.02,0.269,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5991,1.11,1.07,1179.01,14.8841
Kepler-1551 b,Kepler-1551,1,,2.66,0.237,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6136,1.22,1.14,1463.72,15.0975
Kepler-1552 b,Kepler-1552,1,,2.47,0.22,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5202,0.78,0.85,769.096,14.9308
Kepler-1553 b,Kepler-1553,1,,1.15,0.103,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5288,0.81,0.85,692.594,14.9914
Kepler-1554 b,Kepler-1554,1,,2.9,0.259,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5297,0.81,0.84,946.847,15.7147
Kepler-1555 b,Kepler-1555,1,,1.61,0.144,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5866,1.06,1.04,2013.27,15.3259
Kepler-1556 b,Kepler-1556,1,,1.96,0.175,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5608,0.95,0.97,944.54,15.2978
Kepler-1557 b,Kepler-1557,1,,1.53,0.136,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6099,1.17,1.11,1380.16,15.2987
Kepler-1558 b,Kepler-1558,1,,0.68,0.061,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5101,0.79,0.83,325.737,13.5998
Kepler-1559 b,Kepler-1559,1,,0.72,0.064,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5316,0.82,0.86,614.827,14.488
Kepler-156 b,Kepler-156,1,0.054,2.3,0.205,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5094,0.81,,443.483,14.1564
Kepler-156 c,Kepler-156,1,0.117,2.55,0.227,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5094,0.81,,443.483,14.1564
Kepler-1560 b,Kepler-1560,1,,0.89,0.079,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5815,1.02,1.02,502.497,13.3846
Kepler-1561 b,Kepler-1561,1,,1.09,0.097,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5957,1.11,1.07,839.076,14.648
Kepler-1562 b,Kepler-1562,1,,3.55,0.317,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5760,1.05,1.02,2060.72,15.2729
Kepler-1563 b,Kepler-1563,1,,0.75,0.067,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5765,0.99,1,616.697,13.5682
Kepler-1564 b,Kepler-1564,1,,1.47,0.131,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5528,0.9,0.93,908.805,14.9531
Kepler-1565 b,Kepler-1565,1,,1.19,0.106,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4940,0.73,0.76,629.93,15.4317
Kepler-1566 b,Kepler-1566,1,,0.79,0.07,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5254,0.81,0.84,466.586,14.3122
Kepler-1567 b,Kepler-1567,1,,2.73,0.244,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5655,0.93,0.95,1206.11,15.6322
Kepler-1568 b,Kepler-1568,1,,1.3,0.116,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5956,1.19,1.09,916.313,13.9451
Kepler-1569 b,Kepler-1569,1,,1.68,0.15,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6319,1.4,1.25,945.454,13.9323
Kepler-157 b,Kepler-157,1,0.028,1.32,0.118,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5774,1.04,,773.713,14.0374
Kepler-157 c,Kepler-157,1,0.11,2.24,0.2,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5774,1.04,,773.713,14.0374
Kepler-157 d,Kepler-157,1,,1.46,0.13,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5866,1.03,1.02,773.713,14.0374
Kepler-1570 b,Kepler-1570,1,,1.07,0.095,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5550,0.89,0.92,918.995,13.9702
Kepler-1571 b,Kepler-1571,1,,1.52,0.136,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6297,1.39,1.23,675.303,13.77
Kepler-1572 b,Kepler-1572,1,,0.94,0.084,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5618,0.95,0.97,946.602,13.7175
Kepler-1573 b,Kepler-1573,1,,1.2,0.107,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5808,1,1.01,1455.36,15.1693
Kepler-1574 b,Kepler-1574,1,,1.29,0.115,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5892,1.08,1.06,1384.16,15.0937
Kepler-1575 b,Kepler-1575,1,,1.31,0.117,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5667,0.92,0.95,1246.92,15.4185
Kepler-1576 b,Kepler-1576,1,,1.04,0.093,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5876,1.06,1.05,460.91,13.3354
Kepler-1577 b,Kepler-1577,1,,1.13,0.101,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4862,0.74,0.78,510.029,15.0571
Kepler-1578 b,Kepler-1578,1,,1.04,0.093,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5545,0.86,0.9,1064.05,15.3281
Kepler-1579 b,Kepler-1579,1,,0.84,0.075,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4584,0.7,0.75,,15.2481
Kepler-158 b,Kepler-158,1,0.111,2.12,0.189,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4623,0.62,,315.177,14.4165
Kepler-158 c,Kepler-158,1,0.158,1.9,0.17,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4623,0.62,,315.177,14.4165
Kepler-1580 b,Kepler-1580,1,,2.11,0.188,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6228,2.15,1.47,1002.02,12.5755
Kepler-1581 b,Kepler-1581,1,,0.8,0.071,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6022,1.23,1.12,493.175,12.3525
Kepler-1582 b,Kepler-1582,1,,1.49,0.133,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3208,0.3,0.28,78.8906,16.4142
Kepler-1583 b,Kepler-1583,1,,0.6,0.054,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5645,0.91,0.94,403.933,12.8414
Kepler-1584 b,Kepler-1584,1,,1.61,0.144,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6069,1.13,1.1,1416.31,14.8844
Kepler-1585 b,Kepler-1585,1,,1.79,0.16,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5538,0.91,0.94,944.465,15.9772
Kepler-1586 b,Kepler-1586,1,,1.52,0.136,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6681,1.75,1.45,552.55,13.0556
Kepler-1587 b,Kepler-1587,1,,1.33,0.119,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5933,1.22,1.08,1026.48,14.0315
Kepler-1588 b,Kepler-1588,1,,0.76,0.068,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5817,0.99,0.96,924.141,13.821
Kepler-1589 b,Kepler-1589,1,,1.09,0.097,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6166,1.25,1.18,1513.14,14.9651
Kepler-159 b,Kepler-159,1,0.082,2.38,0.212,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4625,0.66,,373.744,14.8882
Kepler-159 c,Kepler-159,1,0.218,3.41,0.304,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4625,0.66,,373.744,14.8882
Kepler-1590 b,Kepler-1590,1,,1.14,0.102,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6053,1.16,1.11,771.152,14.077
Kepler-1591 b,Kepler-1591,1,,1.27,0.113,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6082,1.16,1.1,1419.58,14.6583
Kepler-1592 b,Kepler-1592,1,,1.54,0.137,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6213,1.28,1.18,1639.47,14.7857
Kepler-1593 b,Kepler-1593,1,,3.17,0.283,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4995,0.77,0.81,638.249,15.8836
Kepler-1594 b,Kepler-1594,1,,1.06,0.095,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5946,1.08,1.06,976.868,14.7415
Kepler-1595 b,Kepler-1595,1,,1.23,0.11,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5203,0.8,0.84,845.022,15.4006
Kepler-1596 b,Kepler-1596,1,,1.9,0.17,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5706,0.92,0.95,2146.23,15.3662
Kepler-1597 b,Kepler-1597,1,,1.06,0.095,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6377,1.39,1.25,1221.05,14.1152
Kepler-1598 b,Kepler-1598,1,,0.95,0.085,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5940,1.09,1.07,619.862,13.8135
Kepler-1599 b,Kepler-1599,1,,1.62,0.145,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5767,0.99,0.99,1328.2,14.9023
Kepler-16 b,Kepler-16,1,0.7048,8.449,0.754,105.833,<a refstr=DOYLE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Sci...333.1602D/abstract target=ref> Doyle et al. 2011 </a>,,4450,0.65,0.69,75.0852,11.7472
Kepler-160 b,Kepler-160,1,0.05511,1.715,0.153,,<a refstr=HELLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...638A..10H/abstract target=ref>Heller et al. 2020</a>,,5471,1.12,,937.013,14.616
Kepler-160 c,Kepler-160,1,0.1192,3.76,0.335,,<a refstr=HELLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...638A..10H/abstract target=ref>Heller et al. 2020</a>,,5471,1.12,,937.013,14.616
Kepler-160 d,Kepler-160,1,0.17,,,100,<a refstr=HELLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...638A..10H/abstract target=ref>Heller et al. 2020</a>,,5471,1.12,,937.013,14.616
Kepler-1600 b,Kepler-1600,1,,3.13,0.279,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5214,0.82,0.86,1030.81,15.8138
Kepler-1601 b,Kepler-1601,1,,0.82,0.073,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5869,1.07,1.04,644.456,13.6782
Kepler-1602 b,Kepler-1602,1,,1.34,0.12,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6296,1.36,1.22,629.804,13.3012
Kepler-1603 b,Kepler-1603,1,,1.29,0.115,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6241,1.31,1.21,2712.58,15.3397
Kepler-1604 b,Kepler-1604,1,,1.41,0.126,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4976,0.76,0.81,541.189,14.8989
Kepler-1605 b,Kepler-1605,1,,1.08,0.096,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5280,0.82,0.86,546.23,12.4129
Kepler-1606 b,Kepler-1606,1,,2.07,0.185,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5422,0.86,0.9,831.287,15.1062
